Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00   39366/415530      std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::get_allocator() const [652]
                0.00    0.00  336798/415530      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [514]
[497]    0.0    0.00    0.00  415530         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [497]
-----------------------------------------------
                0.00    0.00  395847/395847      int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [500]
[498]    0.0    0.00    0.00  395847         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [498]
                0.00    0.00  395847/395847      int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [502]
-----------------------------------------------
                0.00    0.00  395847/395847      int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [502]
[499]    0.0    0.00    0.00  395847         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [499]
                0.00    0.00  791694/870426      int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [421]
                0.00    0.00  395847/11523303     int* std::__niter_base<int*>(int*) [316]
                0.00    0.00  395847/553311      int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [484]
                0.00    0.00  395847/730458      int* std::__niter_wrap<int*>(int* const&, int*) [430]
-----------------------------------------------
                0.00    0.00  395847/395847      int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [501]
[500]    0.0    0.00    0.00  395847         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [500]
                0.00    0.00  395847/395847      int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [498]
-----------------------------------------------
                0.00    0.00  118098/395847      void std::vector<int, std::allocator<int> >::_M_range_insert<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::forward_iterator_tag) [67]
                0.00    0.00  277749/395847      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [222]
[501]    0.0    0.00    0.00  395847         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [501]
                0.00    0.00  395847/395847      int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [500]
-----------------------------------------------
                0.00    0.00  395847/395847      int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [498]
[502]    0.0    0.00    0.00  395847         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [502]
                0.00    0.00  791694/870426      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [420]
                0.00    0.00  395847/395847      int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [499]
-----------------------------------------------
                0.00    0.00  137781/393660      __gnu_cxx::new_allocator<std::pair<int, int> >::allocate(unsigned long, void const*) [586]
                0.00    0.00  255879/393660      std::allocator_traits<std::allocator<std::pair<int, int> > >::max_size(std::allocator<std::pair<int, int> > const&) [532]
[503]    0.0    0.00    0.00  393660         __gnu_cxx::new_allocator<std::pair<int, int> >::max_size() const [503]
-----------------------------------------------
                0.00    0.00  393660/393660      decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [506]
[504]    0.0    0.00    0.00  393660         std::move_iterator<int*>::base() const [504]
-----------------------------------------------
                0.00    0.00   78732/393660      std::move_iterator<int*> std::make_move_iterator<int*>(int*) [631]
                0.00    0.00  314928/393660      std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [521]
[505]    0.0    0.00    0.00  393660         std::move_iterator<int*>::move_iterator(int*) [505]
-----------------------------------------------
                0.00    0.00  393660/393660      int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [565]
[506]    0.0    0.00    0.00  393660         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [506]
                0.00    0.00  393660/393660      int* std::__miter_base<int*>(int*) [507]
                0.00    0.00  393660/393660      std::move_iterator<int*>::base() const [504]
-----------------------------------------------
                0.00    0.00  393660/393660      decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [506]
[507]    0.0    0.00    0.00  393660         int* std::__miter_base<int*>(int*) [507]
-----------------------------------------------
                0.00    0.00  100028/375590      std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<int, false> >(std::allocator<std::__detail::_Hash_node<int, false> > const&) [612]
                0.00    0.00  118098/375590      std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> > >, false> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> > >, false> > const&) [602]
                0.00    0.00  157464/375590      std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > const&) [207]
[508]    0.0    0.00    0.00  375590         __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::new_allocator() [508]
-----------------------------------------------
                0.00    0.00  375590/375590      std::allocator<std::__detail::_Hash_node_base*>::~allocator() [510]
[509]    0.0    0.00    0.00  375590         __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::~new_allocator() [509]
-----------------------------------------------
                0.00    0.00   50014/375590      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [643]
                0.00    0.00   50014/375590      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_buckets(unsigned long) [642]
                0.00    0.00   59049/375590      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> > >, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [302]
                0.00    0.00   59049/375590      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> > >, false> > >::_M_allocate_buckets(unsigned long) [301]
                0.00    0.00   78732/375590      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [239]
                0.00    0.00   78732/375590      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_buckets(unsigned long) [238]
[510]    0.0    0.00    0.00  375590         std::allocator<std::__detail::_Hash_node_base*>::~allocator() [510]
                0.00    0.00  375590/375590      __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::~new_allocator() [509]
-----------------------------------------------
                0.00    0.00  118098/373977      void std::vector<int, std::allocator<int> >::_M_range_insert<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::forward_iterator_tag) [67]
                0.00    0.00  255879/373977      getTransposeForm(std::vector<int, std::allocator<int> > const&) [5]
[511]    0.0    0.00    0.00  373977         bool __gnu_cxx::operator!=<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [511]
                0.00    0.00  747954/2090772     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [357]
-----------------------------------------------
                0.00    0.00   98415/345546      void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__ops::_Iter_comp_iter<getTransposeForm(std::vector<int, std::allocator<int> > const&)::{lambda(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&)#1}> >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__ops::_Iter_comp_iter<getTransposeForm(std::vector<int, std::allocator<int> > const&)::{lambda(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<getTransposeForm(std::vector<int, std::allocator<int> > const&)::{lambda(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&)#1}>) [29]
                0.00    0.00  118098/345546      getTransposeForm(std::vector<int, std::allocator<int> > const&) [5]
                0.00    0.00  129033/345546      main [1]
[512]    0.0    0.00    0.00  345546         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator++() [512]
-----------------------------------------------
                0.00    0.00   78732/345546      void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >&&) [192]
                0.00    0.00   89667/345546      void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [189]
                0.00    0.00  177147/345546      std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [577]
[513]    0.0    0.00    0.00  345546         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [513]
                0.00    0.00  197117/197117      std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [557]
-----------------------------------------------
                0.00    0.00  336798/336798      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [280]
[514]    0.0    0.00    0.00  336798         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [514]
                0.00    0.00  336798/415530      std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [497]
                0.00    0.00  336798/336798      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [516]
-----------------------------------------------
                0.00    0.00  336798/336798      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [516]
[515]    0.0    0.00    0.00  336798         std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [515]
                0.00    0.00  336798/533915      __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [488]
-----------------------------------------------
                0.00    0.00  336798/336798      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [514]
[516]    0.0    0.00    0.00  336798         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [516]
                0.00    0.00  336798/336798      std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [515]
                0.00    0.00  336798/4354317     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [322]
-----------------------------------------------
                0.00    0.00  157464/336798      void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >&&) [192]
                0.00    0.00  179334/336798      void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [189]
[517]    0.0    0.00    0.00  336798         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_use_relocate() [517]
                0.00    0.00  336798/336798      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [518]
-----------------------------------------------
                0.00    0.00  336798/336798      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_use_relocate() [517]
[518]    0.0    0.00    0.00  336798         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [518]
-----------------------------------------------
                0.00    0.00  334611/334611      void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [185]
[519]    0.0    0.00    0.00  334611         bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const [519]
                0.00    0.00  669222/3462921     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [334]
-----------------------------------------------
                0.00    0.00   39366/314928      std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~vector() [668]
                0.00    0.00   39366/314928      void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_range_initialize<std::__detail::_Node_iterator<std::pair<int const, int>, false, false> >(std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::forward_iterator_tag) [243]
                0.00    0.00  236196/314928      void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>&&) [97]
[520]    0.0    0.00    0.00  314928         std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator() [520]
-----------------------------------------------
                0.00    0.00  314928/314928      int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [584]
[521]    0.0    0.00    0.00  314928         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [521]
                0.00    0.00  314928/393660      std::move_iterator<int*>::move_iterator(int*) [505]
-----------------------------------------------
                0.00    0.00  137781/306180      flattenVector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [27]
                0.00    0.00  168399/306180      std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [255]
[522]    0.0    0.00    0.00  306180         bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [522]
                0.00    0.00  612360/612360      __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [450]
-----------------------------------------------
                0.00    0.00   98415/302112      bool __gnu_cxx::__ops::_Iter_comp_iter<getTransposeForm(std::vector<int, std::allocator<int> > const&)::{lambda(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&)#1}>::operator()<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >) [615]
                0.00    0.00  203697/302112      bool __gnu_cxx::__ops::_Val_comp_iter<getTransposeForm(std::vector<int, std::allocator<int> > const&)::{lambda(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&)#1}>::operator()<std::vector<int, std::allocator<int> >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(std::vector<int, std::allocator<int> >&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >) [553]
[523]    0.0    0.00    0.00  302112         getTransposeForm(std::vector<int, std::allocator<int> > const&)::{lambda(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&)#1}::operator()(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) const [523]
                0.00    0.00 1208448/2389428     std::vector<int, std::allocator<int> >::operator[](unsigned long) const [349]
-----------------------------------------------
                0.00    0.00  277749/277749      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [222]
[524]    0.0    0.00    0.00  277749         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [524]
                0.00    0.00  277749/277749      std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [525]
-----------------------------------------------
                0.00    0.00  277749/277749      __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [524]
[525]    0.0    0.00    0.00  277749         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [525]
                0.00    0.00  277749/1876734     std::allocator<int>::allocator(std::allocator<int> const&) [365]
-----------------------------------------------
                0.00    0.00  275787/275787      std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [167]
[526]    0.0    0.00    0.00  275787         void std::__alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&) [526]
                0.00    0.00  275787/275787      void std::__do_alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&, std::integral_constant<bool, true>) [527]
-----------------------------------------------
                0.00    0.00  275787/275787      void std::__alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&) [526]
[527]    0.0    0.00    0.00  275787         void std::__do_alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&, std::integral_constant<bool, true>) [527]
                0.00    0.00  275787/275787      std::remove_reference<std::allocator<int>&>::type&& std::move<std::allocator<int>&>(std::allocator<int>&) [528]
-----------------------------------------------
                0.00    0.00  275787/275787      void std::__do_alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&, std::integral_constant<bool, true>) [527]
[528]    0.0    0.00    0.00  275787         std::remove_reference<std::allocator<int>&>::type&& std::move<std::allocator<int>&>(std::allocator<int>&) [528]
-----------------------------------------------
                0.00    0.00  255879/255879      std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [530]
[529]    0.0    0.00    0.00  255879         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [529]
-----------------------------------------------
                0.00    0.00   39366/255879      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [256]
                0.00    0.00   39366/255879      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_move_assign(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::integral_constant<bool, true>) [276]
                0.00    0.00  177147/255879      std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [576]
[530]    0.0    0.00    0.00  255879         std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [530]
                0.00    0.00  255879/255879      __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [529]
-----------------------------------------------
                0.00    0.00   78732/255879      std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_M_swap_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data&) [629]
                0.00    0.00   78732/255879      std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [628]
                0.00    0.00   98415/255879      std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [617]
[531]    0.0    0.00    0.00  255879         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [531]
-----------------------------------------------
                0.00    0.00  255879/255879      std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [533]
[532]    0.0    0.00    0.00  255879         std::allocator_traits<std::allocator<std::pair<int, int> > >::max_size(std::allocator<std::pair<int, int> > const&) [532]
                0.00    0.00  255879/393660      __gnu_cxx::new_allocator<std::pair<int, int> >::max_size() const [503]
-----------------------------------------------
                0.00    0.00   19683/255879      std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_check_init_len(unsigned long, std::allocator<std::pair<int, int> > const&) [731]
                0.00    0.00  236196/255879      std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::max_size() const [544]
[533]    0.0    0.00    0.00  255879         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [533]
